portuguese,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Present
corte,0,1,1,0,1,1,0,1,0,0,1
cortejar,0,0,0,0,0,0,0,0,0,0,0
cortês,1,0,0,0,0,0,0,0,0,0,1
cortesia,1,0,0,0,0,0,0,0,0,0,1
córtex,0,0,0,0,0,0,0,0,0,0,0
cortiça,0,0,0,0,0,0,0,0,0,0,0
cortical,0,0,0,0,0,0,0,0,0,0,0
cortina,0,0,0,0,0,0,0,0,0,0,0
corveta,0,0,0,0,0,0,0,0,0,0,0
corvo,0,0,0,0,0,0,0,0,0,0,0
cosmético,0,0,0,0,0,0,0,0,0,0,0
cosméticos,0,0,0,0,0,0,0,0,0,0,0
cósmico,0,0,0,0,0,0,0,0,0,0,0
cosmologia,0,0,0,0,0,0,0,0,0,0,0
cosmopolita,1,0,0,0,0,0,0,0,0,1,1
cosmos,0,0,0,0,0,0,0,0,0,0,0
costa,1,0,0,0,0,0,0,0,0,0,1
costas,0,0,0,0,0,0,0,0,0,0,0
costeiro,0,0,0,0,0,0,0,0,0,0,0
costela,0,1,0,0,0,0,0,0,0,0,1
costeletas,0,0,0,0,0,0,0,0,0,0,0
costumeiro,0,0,0,0,0,0,0,0,0,0,0
costura,0,0,0,0,0,0,0,0,0,0,0
costurando,0,0,0,0,0,0,0,0,0,0,0
costurar,0,0,0,0,0,0,0,0,0,0,0
costureira,0,0,0,0,0,0,0,0,0,0,0
cotação,0,0,0,0,0,0,0,0,0,0,0
cote,0,0,0,0,0,0,0,0,0,0,0
cotonete,0,1,0,0,0,0,0,0,0,0,1
cotovelo,0,0,1,0,0,0,0,0,0,0,1
cotovia,0,0,0,0,0,0,0,0,0,0,0
couro,0,0,0,0,0,0,0,0,0,0,0
couro cabeludo,0,0,0,0,0,0,0,0,0,0,0
couro cru,0,0,0,0,0,0,0,0,0,0,0
couro de vaca,0,0,0,0,0,0,0,0,0,0,0
cova,0,0,0,0,0,0,0,0,0,0,0
covarde,0,1,0,0,1,1,0,1,0,0,1
covardemente,0,1,0,0,0,1,0,0,0,0,1
covardia,0,1,0,0,0,1,0,0,0,0,1
covil,0,1,0,0,0,0,0,0,0,0,1
coxear,0,1,0,0,0,0,0,0,0,0,1
coxo,0,1,0,0,0,1,0,1,0,0,1
cozimento,0,0,0,0,0,0,0,0,0,0,0
cozinha,0,0,0,0,0,0,0,0,0,0,0
cozinhando,0,0,0,1,0,0,0,0,0,0,1
cozinhar,0,0,0,0,0,0,0,0,0,0,0
crackle,0,0,0,0,0,0,0,0,0,0,0
craig,0,0,0,0,0,0,0,0,0,0,0
crânio,0,0,0,0,0,0,0,0,0,0,0
cratera,0,0,0,0,0,0,0,0,0,0,0
cravado,0,0,0,0,0,0,0,0,0,0,0
cravo,0,0,0,0,0,0,0,0,0,0,0
credenciado,1,0,0,0,0,0,0,0,0,1,1
credenciais,0,0,0,0,0,0,0,0,0,0,0
credencial,1,0,0,0,0,0,0,0,0,1,1
credibilidade,1,0,0,0,0,0,0,0,0,1,1
creditado,1,0,0,0,0,0,0,0,0,0,1
creditando,0,0,0,0,0,0,0,0,0,0,0
crédito,1,0,0,0,0,0,0,0,0,1,1
credível,1,0,0,0,0,0,0,0,0,1,1
credo,0,0,0,0,0,0,0,0,0,0,0
credor,0,0,0,0,0,0,0,0,0,0,0
credor hipotecário,0,0,0,0,0,0,0,0,0,1,1
crédulo,0,1,0,0,0,0,0,1,0,1,1
cremação,0,0,0,0,0,0,0,1,0,0,1
creme,1,0,0,1,0,0,1,0,1,0,1
cremoso,0,0,0,0,0,0,0,0,0,0,0
crença,0,0,0,0,0,0,0,0,0,0,0
crente,0,0,0,0,0,0,0,0,0,1,1
crepúsculo,0,0,0,0,0,0,0,0,0,0,0
crescendo,1,0,0,1,0,0,1,0,1,1,1
crescente,0,0,0,0,0,0,0,0,0,0,0
crescer,1,0,0,1,0,0,1,0,0,1,1
crescimento,1,0,0,0,0,0,0,0,0,0,1
crescimento excessivo,0,0,0,0,0,0,0,0,0,0,0
criação,0,0,0,0,0,0,0,0,0,0,0
criador,0,0,0,0,0,0,0,0,0,0,0
criança,1,0,0,1,0,0,1,0,0,0,1
criança levada,0,0,0,0,0,0,0,0,0,0,0
criando,0,0,0,0,0,0,0,0,0,0,0
criativo,1,0,0,0,0,0,0,0,0,0,1
criatura,0,1,0,0,1,1,0,0,0,0,1
crime,0,1,1,0,0,0,0,0,0,0,1
criminalidade,0,1,1,0,1,1,0,0,0,0,1
criminoso,0,1,1,0,1,1,0,1,0,0,1
crio,1,0,0,0,0,0,1,0,0,0,1
crioulo,0,0,0,0,0,0,0,0,0,0,0
cripta,0,1,0,0,0,1,0,1,0,0,1
criptografar,0,0,0,0,0,0,0,0,0,0,0
criptografia,0,0,0,0,0,0,0,0,0,0,0
crise,0,1,0,0,0,0,0,0,0,0,1
cristal,1,0,0,0,0,0,0,0,0,0,1
cristalino,0,0,0,0,0,0,0,0,0,0,0
cristalização,0,0,0,0,0,0,0,0,0,0,0
cristalizado,1,0,0,0,0,0,0,0,0,0,1
critério,1,0,0,1,0,0,0,0,0,1,1
crítica,0,1,1,0,0,0,0,1,0,0,1
criticar,0,1,1,0,1,1,0,1,0,0,1
crítico,0,1,0,0,0,0,0,0,0,0,1
crível,1,0,0,0,0,0,0,0,0,1,1
croak,0,0,0,0,0,0,0,0,0,0,0
crocante,0,1,0,0,0,0,0,0,0,1,1
crock,0,0,0,0,0,0,0,0,0,0,0
crocodilo,0,0,0,0,0,1,0,0,0,0,1
croft,0,0,0,0,0,0,0,0,0,0,0
cromática,0,0,0,0,0,0,0,0,0,0,0
cromatografia,0,0,0,0,0,0,0,0,0,0,0
cromossoma,0,0,0,0,0,0,0,0,0,0,0
crônica,1,0,0,0,0,0,0,0,0,1,1
crônico,0,1,0,0,0,0,0,1,0,0,1
cronógrafo,0,0,0,0,0,0,0,0,0,0,0
cronológico,0,0,0,0,0,0,0,0,0,0,0
cronômetro,0,0,0,0,0,0,0,0,0,0,0
croquet,0,0,0,0,0,0,0,0,0,0,0
crosta,0,0,0,0,0,0,0,0,0,0,0
croupier,0,0,0,0,0,0,0,0,0,0,0
cru,0,1,0,0,1,0,0,0,0,0,1
crucial,1,0,0,0,0,0,0,0,0,1,1
crucificação,0,1,1,0,1,1,0,1,0,0,1
crucifixo,0,0,0,0,0,0,0,0,0,0,0
cruciforme,0,1,0,0,0,0,0,0,0,0,1
cruel,0,1,1,0,1,1,0,1,0,0,1
crueldade,0,1,1,0,1,1,0,1,0,0,1
cruelmente,0,1,1,0,0,1,0,0,0,0,1
cruz,0,1,1,0,0,1,0,1,0,0,1
cruzada,0,1,1,0,0,1,0,0,0,0,1
cruzador,0,0,0,0,0,0,0,0,0,0,0
cruzando,0,0,0,0,0,0,0,0,0,0,0
cruzar,0,0,0,0,0,0,0,0,0,0,0
cruzeiro,0,0,0,0,0,0,0,0,0,0,0
cruzou,0,0,0,0,0,0,0,0,0,0,0
cuba,0,0,0,0,0,0,0,0,0,0,0
cubículo,0,0,0,0,0,0,0,0,0,0,0
cubo,0,0,0,0,0,0,0,0,0,1,1
cuco,0,1,0,0,0,0,0,0,0,0,1
cuecas,0,0,0,0,0,0,0,0,0,0,0
cuidado,0,1,1,1,0,1,0,0,0,0,1
cuidadosamente,1,0,0,0,0,0,0,0,0,0,1
cuidadoso,1,0,0,0,0,0,0,0,0,0,1
culatra,0,0,0,0,0,0,0,0,0,0,0
culhões,1,0,0,0,0,0,0,0,0,0,1
culinária,1,0,0,0,0,0,0,0,0,1,1
culminação,1,0,0,0,0,0,0,0,0,0,1
culminar,0,0,0,0,0,0,0,0,0,0,0
culpa,0,1,1,0,1,0,0,1,0,0,1
culpabilidade,0,1,0,0,0,0,0,0,0,0,1
culpado,0,1,1,0,0,0,0,1,0,0,1
cultivado,1,0,0,0,0,0,0,0,0,0,1
cultivar,1,0,0,1,0,0,0,0,0,1,1
cultivo,1,0,0,0,0,0,0,0,0,0,1
culto,0,1,0,0,0,1,0,0,0,0,1
cultura,1,0,0,0,0,0,0,0,0,0,1
cume,0,0,0,0,0,0,0,0,0,0,0
cúmplice,0,0,0,0,0,0,0,0,0,0,0
cumplicidade,1,1,0,0,0,0,0,0,0,0,1
cumprimentar,0,0,0,0,0,0,0,0,0,0,0
cumprimento,1,0,0,1,0,0,1,0,0,1,1
cumprindo,0,0,0,0,0,0,0,0,0,0,0
cumprir,0,0,0,0,0,0,0,0,0,0,0
cumulus,0,0,0,0,0,0,0,0,0,0,0
cunha,0,0,0,0,0,0,0,0,0,0,0
cunhagem,0,0,0,0,0,0,0,0,0,0,0
cupom,0,0,0,0,0,0,0,0,0,0,0
cúpula,0,0,0,0,0,0,0,0,0,0,0
cura,1,0,0,1,0,0,1,0,0,1,1
curador,0,0,0,0,0,0,0,0,0,0,0
curar,1,0,0,0,0,0,1,0,0,1,1
curativo,0,0,0,0,0,0,0,0,0,0,0
curável,1,0,0,0,0,0,0,0,0,1,1
curiosidade,1,0,0,1,0,0,0,0,1,0,1
curioso,0,1,0,0,0,0,0,0,0,0,1
curral,0,0,0,0,0,0,0,0,0,0,0
currículo,0,0,0,0,0,0,0,0,0,0,0
curry,0,0,0,0,0,0,0,0,0,0,0
curso de água,0,0,0,0,0,0,0,0,0,0,0
cursos,0,0,0,0,0,0,0,0,0,0,0
curt,0,0,0,0,0,0,0,0,0,0,0
curto,0,0,0,0,0,0,0,0,0,0,0
curva,0,0,0,0,0,0,0,0,0,0,0
curvado,0,0,0,0,0,0,0,0,0,0,0
curvatura,0,0,0,0,0,0,0,0,0,0,0
curvilíneo,0,0,0,0,0,0,0,0,0,0,0
curvou-se,0,0,0,0,0,0,0,0,0,0,0
cuspe,0,1,1,0,0,0,0,0,0,0,1
cúspide,0,0,0,0,0,0,0,0,0,0,0
cuspir,0,0,0,0,1,0,0,0,0,0,1
custear,0,0,0,0,0,0,0,0,0,0,0
custo,0,0,0,0,0,0,0,0,0,0,0
custódia,0,0,0,0,0,0,0,0,0,1,1
cutâneo,0,0,0,0,0,0,0,0,0,0,0
cutícula,0,0,0,0,0,0,0,0,0,0,0
cutucar,0,1,0,1,0,0,0,0,0,0,1
cwt,0,0,0,0,0,0,0,0,0,0,0
czar,0,0,0,0,0,0,0,0,0,0,0
da mesma forma,0,0,0,0,0,0,0,0,0,0,0
dab,0,0,0,0,0,0,0,0,0,0,0
dabble,0,0,0,0,0,0,0,0,0,0,0
dados,0,0,0,0,0,0,0,0,0,0,0
dale,0,0,0,0,0,0,0,0,0,0,0
dama,1,0,1,0,1,0,0,0,0,1,1
dama de honra,1,0,0,0,0,0,1,0,0,1,1
danação,0,1,1,0,0,1,0,1,0,0,1
danadinho,0,1,0,0,0,0,0,0,0,0,1
danado,0,1,0,0,0,1,0,1,0,0,1
dança,1,0,0,0,0,0,1,0,0,1,1
dançarino,0,0,0,0,0,0,0,0,0,0,0
dândi,0,1,0,0,1,0,0,0,0,0,1
dando,1,0,0,0,0,0,0,0,0,0,1
dando certo,0,1,0,0,0,0,0,0,0,0,1
danificar,0,1,1,0,1,0,0,1,0,0,1
dano,0,1,0,0,0,1,0,0,0,0,1
danos,0,1,0,0,0,0,0,1,0,0,1
danoso,0,1,1,0,1,1,0,1,0,0,1
dapper,0,0,0,0,0,0,0,0,0,0,0
daqui em diante,0,0,0,0,0,0,0,0,0,0,0
dar de ombros,0,0,0,0,0,0,0,0,0,0,0
dardo,0,0,0,0,0,1,0,0,0,0,1
datilógrafo,0,0,0,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0,0,0,0
de bom gosto,1,0,0,0,0,0,0,0,0,0,1
de cabeça alta,0,0,0,0,0,0,0,0,0,0,0
de concessão,0,0,0,0,0,0,0,0,0,0,0
de forma involuntária,0,0,0,0,0,0,0,0,0,0,0
de forma útil,0,0,0,0,0,0,0,0,0,0,0
de lado,0,0,0,0,0,0,0,0,0,0,0
de má qualidade,0,1,1,0,1,0,0,0,0,0,1
de madeira,0,0,0,0,0,0,0,0,0,0,0
de novo,0,0,0,0,0,0,0,0,0,0,0
de pé,1,0,0,0,0,0,0,0,0,0,1
de solda,0,0,0,0,0,0,0,0,0,0,0
debate,1,0,0,0,0,0,0,0,0,0,1
debênture,0,0,0,1,0,0,0,0,0,0,1
débito,0,0,0,0,0,0,0,0,0,0,0
década,0,0,0,0,0,0,0,0,0,0,0
decadência,0,1,0,0,0,0,0,1,0,0,1
decaído,0,1,0,0,1,0,0,1,0,0,1
decair,0,1,0,0,0,1,0,1,0,0,1
decantador,0,0,0,0,0,0,0,0,0,0,0
decência,1,0,0,0,0,0,0,0,0,0,1
decente,1,0,0,0,0,0,0,0,0,0,1
decepção,0,1,0,0,0,0,0,0,0,0,1
decepcionar,0,1,1,0,1,0,0,1,0,0,1
decididamente,0,0,0,0,0,0,0,0,0,0,0
decíduo,0,0,0,0,0,0,0,0,0,0,0
decifrar,0,0,0,0,0,0,0,0,0,0,0
décima primeira,0,0,0,0,0,0,0,0,0,0,0
decimal,0,0,0,0,0,0,0,0,0,0,0
décimo,0,0,0,0,0,0,0,0,0,0,0
décimo segundo,0,0,0,0,0,0,0,0,0,0,0
décimo terceiro,0,0,0,0,0,1,0,0,0,0,1
décimos,0,0,0,0,0,0,0,0,0,0,0
decisão,0,0,0,0,0,0,0,0,0,0,0
decisivo,0,0,0,0,0,0,0,0,0,0,0
declaração,1,0,0,0,0,0,0,0,0,1,1
declaração jurada,0,0,0,0,0,0,0,0,0,0,0
declarar,0,0,0,0,0,0,0,0,0,0,0
declaratório,1,0,0,0,0,0,0,0,0,0,1
declinação,0,1,0,0,0,0,0,0,0,0,1
declinante,0,1,0,0,0,0,0,0,0,0,1
declínio,0,1,0,0,0,0,0,0,0,0,1
declive,0,0,0,0,0,0,0,0,0,0,0
decompor,0,0,0,0,1,0,0,0,0,0,1
decomposição,0,1,0,0,1,1,0,1,0,0,1
decomposto,0,0,0,0,0,0,0,1,0,0,1
decoração,0,0,0,0,0,0,0,0,0,0,0
decorar,0,0,0,0,0,0,0,0,0,0,0
decoro,0,0,0,0,0,0,0,0,0,0,0
decorrido,0,0,0,0,0,0,0,0,0,0,0
decote,0,0,0,0,0,0,0,0,0,0,0
decremento,0,1,0,0,0,0,0,0,0,0,1
decrépito,0,1,0,0,0,0,0,0,0,0,1
decretar,0,0,0,0,0,0,0,0,0,0,0
decreto,0,1,0,0,0,1,0,0,0,0,1
dedal,0,0,0,0,0,0,0,0,0,0,0
dedicação,1,0,0,0,0,0,0,0,0,0,1
dedicar,0,0,0,0,0,0,0,0,0,0,0
dedo,0,0,0,0,0,0,0,0,0,0,0
dedo do pé,0,0,0,0,0,0,0,0,0,0,0
dedução,0,0,0,0,0,0,0,0,0,0,0
deduzir,0,1,0,0,0,0,0,0,0,0,1
defeito,0,1,1,0,1,1,0,1,0,0,1
defeituoso,0,1,0,0,1,0,0,0,0,0,1
defendendo,1,0,0,0,0,0,0,0,0,0,1
defender,1,0,0,0,0,1,0,0,0,0,1
defendeu,1,0,0,0,0,0,0,0,0,1,1
defensável,0,0,0,0,0,0,0,0,0,0,0
defensiva,0,0,0,0,0,0,0,0,0,0,0
defensor,1,0,1,0,0,1,0,0,0,1,1
deferência,1,0,0,0,0,0,0,0,0,1,1
deferimento,0,0,0,0,0,0,0,0,0,0,0
defesa,1,0,1,1,0,1,0,0,0,0,1
deficiência,0,1,0,0,0,0,0,0,0,0,1
deficiente,0,1,0,0,0,0,0,1,0,0,1
déficit,0,1,0,0,0,0,0,0,0,0,1
definhar,0,1,0,0,0,0,0,0,0,0,1
definição,0,0,0,0,0,0,0,0,0,0,0
definir,0,0,0,0,0,0,0,0,0,0,0
definiram,0,0,0,0,0,0,0,0,0,0,0
definitivo,1,0,0,0,0,0,0,0,0,1,1
deflação,0,1,0,0,0,1,0,0,0,0,1
defletor,0,0,0,0,0,0,0,0,0,0,0
deflexão,0,0,0,0,0,0,0,0,0,0,0
defloração,0,0,0,0,0,0,0,0,0,0,0
deformado,0,1,0,0,1,0,0,1,0,0,1
deformar,0,1,0,0,1,0,0,0,0,0,1
deformidade,0,1,0,0,1,1,0,1,0,0,1
defraudar,0,1,1,0,1,0,0,0,0,0,1
degeneração,0,1,1,0,1,0,0,1,0,0,1
degenerar,0,1,0,0,0,0,0,0,0,0,1
degolador,0,1,1,0,0,1,0,0,0,0,1
degradação,0,1,0,0,0,0,0,0,0,0,1
degradante,0,1,0,0,1,1,0,1,0,0,1
degradar,0,1,0,0,1,0,0,0,0,0,1
degrau,0,0,0,0,0,0,0,0,0,0,0
degustação,0,0,0,0,0,0,0,0,0,0,0
deitado,0,1,1,0,1,0,0,0,0,0,1
deitar,0,0,0,0,0,0,0,0,0,0,0
delegação,0,0,0,0,0,0,0,0,0,0,0
delegar,1,0,0,0,0,0,0,0,0,1,1
deleitado,1,0,0,1,0,0,1,0,1,0,1
deleitável,1,0,0,0,0,0,1,0,0,0,1
deleite,1,0,0,1,0,0,1,0,0,0,1
deletério,0,1,1,0,1,1,0,0,0,0,1
delgado,1,0,0,0,0,0,0,0,0,0,1
deliberação,0,0,0,0,0,0,0,0,0,0,0
deliberar,1,0,0,0,0,0,0,0,0,0,1
delicadeza,0,0,0,0,0,0,0,0,0,0,0
delicado,1,0,0,0,0,0,0,0,0,1,0
deliciosa,1,0,0,0,0,0,0,0,0,0,1
delicioso,1,0,0,1,0,0,1,0,0,1,1
delineamento,0,0,0,0,0,0,0,0,0,0,0
delinear,0,0,0,0,0,0,0,0,0,0,0
delinquência,0,1,0,0,0,0,0,0,0,0,1
delinquente,0,1,1,0,1,0,0,0,0,0,1
delirante,0,1,1,1,0,1,1,0,1,0,1
delírio,0,1,0,0,1,0,0,1,0,0,1
delito,0,1,0,0,0,0,0,0,0,0,1
dell,0,0,0,0,0,0,0,0,0,0,0
delta,0,0,0,0,0,0,0,0,0,0,0
demandante,0,1,0,0,0,0,0,0,0,0,1
demência,0,1,0,0,0,1,0,1,0,0,1
demente,0,1,0,0,0,1,0,0,0,0,1
demissão,0,1,1,0,1,1,0,1,1,0,1
demitir-se,0,1,1,0,1,1,0,1,0,0,1
democracia,1,0,0,0,0,0,0,0,0,0,1
democrata,0,0,0,0,0,0,0,0,0,0,0
demolição,0,1,0,0,0,0,0,0,0,0,1
demolir,0,1,1,0,0,0,0,1,0,0,1
demoníaco,0,1,1,0,1,1,0,1,0,0,1
demônio,0,1,1,0,1,1,0,1,1,0,1
demonstração,0,0,0,0,0,0,0,0,0,0,0
demonstrado,0,0,0,0,0,0,0,0,0,0,0
demonstrador,0,0,0,0,0,0,0,0,0,0,0
demonstrando,0,0,0,0,0,0,0,0,0,0,0
demonstrar,0,0,0,0,0,0,0,0,0,0,0
demonstrativo,1,0,0,0,0,0,1,1,0,0,1
demonstrável,1,0,0,0,0,0,0,0,0,0,1
demora,0,1,1,0,1,1,0,1,0,0,1
demorar,0,0,0,1,0,0,0,0,0,0,1
demos,0,0,0,0,0,0,0,0,0,0,0
denegrir,0,1,1,0,1,0,0,1,0,0,1
denominação,0,0,0,0,0,0,0,0,0,0,0
denominador,0,0,0,0,0,0,0,0,0,0,0
densidade,0,0,0,0,0,0,0,0,0,0,0
denso,0,0,0,0,0,0,0,0,0,0,0
dente,0,0,0,0,0,0,0,0,0,0,0
denteado,0,0,0,0,0,0,0,0,0,0,0
dentes,0,0,0,0,0,0,0,0,0,0,0
dentro,0,0,0,0,0,0,0,0,0,0,0
denúncia,0,1,1,0,1,1,0,0,0,0,1
denunciar,0,1,1,0,1,0,0,0,0,0,1
departamento,0,0,0,0,0,0,0,0,0,0,0
dependência,0,1,0,0,0,1,0,1,0,0,1
dependente,1,1,0,0,0,0,0,0,0,1,1
depender,0,0,0,1,0,0,0,0,0,1,1
depleção,0,0,0,0,0,0,0,0,0,0,0
deplorar,0,1,1,0,1,0,0,1,0,0,1
deplorável,0,1,1,0,1,1,0,1,0,0,1
deportação,0,1,1,0,0,1,0,1,0,0,1
deportar,0,1,0,0,0,1,0,1,0,0,1
deposição,0,0,0,0,0,0,0,0,0,0,0
depositário,0,0,0,0,0,0,0,0,0,1,1
depósito,0,0,0,0,0,0,0,0,0,0,0
depravação,0,1,1,0,1,0,0,0,0,0,1
depravado,0,1,1,1,1,1,0,1,0,0,1
depreciação,0,1,0,0,0,1,0,0,0,0,1
depreciado,0,1,1,0,1,1,0,1,0,0,1
depreciar,0,1,1,0,1,0,0,0,0,0,1
depreciativo,0,1,1,0,1,1,0,1,0,0,1
depressão,0,1,0,0,0,0,0,1,0,0,1
depressivo,0,1,0,0,0,0,0,1,0,0,1
deprimente,0,1,0,0,1,0,0,1,0,0,1
deprimido,0,1,1,0,0,1,0,1,0,0,1
deprimir,0,1,0,0,0,1,0,1,0,0,1
deputado,0,0,0,0,0,0,0,0,0,1,1
deriva,0,0,0,0,0,0,0,0,0,0,0
derivação,0,0,0,0,0,0,0,0,0,0,0
derivado,0,0,0,0,0,0,0,0,0,0,0
derivar,0,0,0,0,0,0,0,0,0,0,0
dermatologia,0,0,0,0,0,0,0,0,0,0,0
dermatologista,0,0,0,0,0,0,0,0,0,1,1
dérmico,0,0,0,0,0,0,0,0,0,0,0
derramamento,0,0,0,0,0,0,0,0,0,0,0
derramamento de sangue,0,1,1,0,1,1,0,1,1,0,1
derramar,0,0,0,0,0,0,0,0,0,0,0
derrame,0,1,0,0,0,1,0,1,0,0,1
derrapagem,0,1,1,0,0,1,0,1,0,0,1
derrogação,0,1,1,0,1,1,0,1,0,0,1
derrota,0,1,0,0,0,0,0,0,0,0,1
derrotado,0,1,0,0,0,0,0,1,0,0,1
derrubar,0,1,0,1,0,1,0,0,0,0,1
desabafado,0,0,0,0,0,0,0,0,0,0,0
desabafo,0,0,0,0,0,0,0,0,0,0,0
desacompanhado,0,0,0,0,0,0,0,0,0,0,0
desacordo,0,1,1,0,0,0,0,1,0,0,1
desacreditar,0,1,0,0,0,0,0,0,0,0,1
desafiante,0,1,1,0,0,0,0,0,0,0,1
desafiar,0,1,1,0,0,1,0,1,1,0,1
desafio,0,1,1,0,0,1,0,0,0,0,1
desagradado,0,1,1,0,1,1,0,1,0,0,1
desagradável,0,1,1,0,1,1,0,1,0,0,1
desagrado,0,1,0,0,1,0,0,0,0,0,1
desajeitado,0,1,0,0,1,0,0,0,0,0,1
desalentado,0,0,0,0,0,0,0,0,0,0,0
desalmado,0,1,0,0,1,1,0,1,0,0,1
desalojar,0,0,0,0,0,0,0,0,0,0,0
desamparado,0,1,0,0,0,1,0,1,0,0,1
desamparo,0,1,0,0,0,1,0,1,0,0,1
desanexar,0,0,0,0,0,0,0,0,0,0,0
desanimado,0,1,0,0,0,0,0,1,0,0,1
desanimador,0,1,0,0,0,0,0,1,0,0,1
desânimo,0,1,1,1,0,1,0,1,1,0,1
desapaixonado,0,1,0,0,0,0,0,1,0,0,1
desaparecendo,0,0,0,0,0,0,0,0,0,0,0
desaparecer,0,0,0,0,0,1,0,0,1,0,1
desapareceu,0,1,0,0,0,1,0,1,1,0,1
desaparecimento,0,0,0,0,0,0,0,0,0,0,0
desapegado,0,1,0,0,0,0,0,0,0,0,1
desapontado,0,1,1,0,1,0,0,1,0,0,1
desapontamento,0,1,0,0,1,0,0,1,0,0,1
desapontante,0,1,0,0,0,0,0,1,0,0,1
desaprovação,0,1,0,0,0,0,0,1,0,0,1
desaprovado,0,1,0,0,0,0,0,0,0,0,1
desaprovando,0,1,1,0,1,0,0,1,0,0,1
desaprovar,0,1,1,0,1,1,0,1,0,0,1
desarmado,0,0,0,0,0,0,0,0,0,0,0
desarmar,0,0,0,0,0,0,0,0,0,0,0
desarticulado,0,0,0,0,0,0,0,0,0,0,0
desassossego,0,0,0,0,0,1,0,1,0,0,1
desastre,0,1,1,0,1,1,0,1,1,0,1
desastroso,0,1,1,0,0,1,0,1,0,0,1
desatado,0,0,0,0,0,0,0,0,0,0,0
desatar,1,1,0,0,0,0,1,0,0,0,1
desatento,0,0,0,0,0,0,0,0,0,0,0
desativado,0,1,0,0,0,1,0,1,0,0,1
desativar,0,1,0,0,0,1,0,1,0,0,1
desautorizado,0,1,1,0,1,1,0,1,0,0,1
desavergonhado,0,1,0,0,1,0,0,0,0,0,1
desavisado,0,0,0,0,0,0,0,0,1,0,1
desbaratar,0,1,1,0,0,1,0,1,0,0,1
desbloquear,0,0,0,0,0,0,0,0,0,0,0
desbotado,0,0,0,0,0,0,0,0,0,0,0
descalço,0,0,0,0,0,0,0,0,0,0,0
descansar,1,0,0,0,0,0,0,0,0,0,1
descanso,1,0,0,0,0,0,1,0,0,1,1
descarga,0,1,0,0,0,0,0,0,0,0,1
descarregado,0,0,0,0,0,0,0,0,0,0,0
descarregar,0,0,0,0,0,0,0,0,0,0,0
descarrilhar,0,0,0,0,0,0,0,0,0,0,0
descarta,0,1,0,0,0,0,0,0,0,0,1
descartado,0,0,0,0,0,0,0,0,0,0,0
descasca,0,0,0,0,0,0,0,0,0,0,0
descascado,0,1,1,1,1,1,0,1,0,0,1
descendente,0,0,0,0,0,0,0,0,0,0,0
descendo,0,0,0,0,0,0,0,0,0,0,0
descer,0,0,0,0,0,0,0,0,0,0,0
descida,0,0,0,0,0,1,0,1,0,0,1
descoberta,1,0,0,0,0,0,0,0,0,0,1
descobrir,0,0,0,0,0,0,0,0,1,0,1
descoloração,0,1,0,0,1,0,0,0,0,0,1
descolorido,0,1,0,0,1,0,0,1,0,0,1
descompactar,0,0,0,0,0,0,0,0,0,0,0
desconcertado,0,1,0,0,0,0,0,0,0,0,1
desconectado,0,1,0,0,0,0,0,1,0,0,1
desconectar,0,1,0,0,0,0,0,1,0,0,1
desconexão,0,1,0,0,0,0,0,0,0,0,1
desconfiado,0,0,0,0,0,1,0,0,0,0,1
desconfiança,0,1,0,0,1,1,0,0,0,0,1
desconfiar,0,1,1,0,1,1,0,0,0,0,1
desconfortável,0,1,0,0,0,0,0,0,0,0,1
desconforto,0,1,0,0,0,0,0,1,0,0,1
descongelamento,0,0,0,0,0,0,0,0,0,0,0
desconhecido,0,1,0,1,0,1,0,0,0,0,1
desconsiderado,0,1,0,0,1,0,0,0,0,0,1
desconsiderável,0,1,0,0,1,0,0,0,0,0,1
descontado,0,0,0,0,0,0,0,0,0,0,0
descontentamento,0,1,1,0,1,1,0,1,0,0,1
descontente,0,1,0,0,0,0,0,0,0,0,1
descontinuação,0,0,0,0,0,0,0,0,0,0,0
descontinuar,0,1,0,0,0,0,0,0,0,0,1
descontinuidade,0,1,0,0,1,1,0,1,0,0,1
descontínuo,0,0,0,0,0,0,0,0,0,0,0
desconto,1,0,0,0,0,0,0,0,0,0,1
descontrolado,0,1,0,0,0,0,0,0,0,0,1
descrédito,0,0,0,0,0,0,0,0,0,0,0
descrença,0,0,0,0,0,0,0,0,0,0,0
descrever,0,0,0,0,0,0,0,0,0,0,0
descrição,0,0,0,0,0,0,0,0,0,0,0
descritivo,1,0,0,0,0,0,0,0,0,0,1
descuidado,0,1,0,0,1,0,0,0,0,0,1
descuido,0,1,1,0,1,0,0,0,0,0,1
desculpa,1,0,0,0,0,0,0,0,0,0,1
desculpar,1,0,0,0,0,0,0,0,0,0,1
desculpe,1,0,0,0,0,0,0,0,0,0,1
desdém,0,1,1,0,1,0,0,0,0,0,1
desdenhoso,0,1,1,0,0,0,0,0,0,0,1
desdentado,0,0,0,0,0,0,0,0,0,0,0
desdobrar,1,0,0,1,0,0,0,0,0,0,1
desejabilidade,0,0,0,0,0,0,0,0,0,0,0
desejando,1,0,0,0,0,0,0,0,0,0,1
desejável,1,0,0,0,0,0,0,0,0,0,1
desejo,0,0,0,1,0,0,0,0,0,0,1
desejosamente,1,0,0,0,0,0,0,0,0,0,1
